IoUs for image 733: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 734: {1: 0.0, 2: 0.03970497001447577, 3: 0.0}
IoUs for image 735: {1: 0.15930304915992533, 2: 0.0, 3: 0.48951994590939824}
IoUs for image 736: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 737: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 738: {1: 0.0, 2: 0.061967963386727686, 3: 0.0}
IoUs for image 739: {1: 0.0, 2: 0.15567380274718476, 3: 0.0}
IoUs for image 740: {1: nan, 2: 0.8550910125142207, 3: 0.841275659824047}
IoUs for image 741: {1: 0.0, 2: 0.7958595387840671, 3: 0.0}
IoUs for image 742: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 743: {1: 0.08418288538770466, 2: 0.0, 3: 0.0}
IoUs for image 744: {1: 0.23199049573388056, 2: 0.0, 3: 0.0}
IoUs for image 745: {1: 0.0, 2: 0.053936307295821315, 3: 0.0}
IoUs for image 746: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 747: {1: 0.0, 2: 0.0, 3: 0.6532833020637898}
IoUs for image 748: {1: 0.0, 2: 0.5606894900646396, 3: 0.0}
IoUs for image 749: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 750: {1: 0.220422084843317, 2: 0.0, 3: 0.0}
IoUs for image 751: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 752: {1: 0.0009332711152589828, 2: 0.0, 3: 0.0}
IoUs for image 753: {1: 0.0, 2: 0.0, 3: 0.5482625482625483}
IoUs for image 754: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 755: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 756: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 757: {1: 0.11853479853479854, 2: 0.0, 3: 0.0}
IoUs for image 758: {1: 0.05925925925925926, 2: 0.0, 3: 0.0}
IoUs for image 759: {1: nan, 2: 0.7328175602734797, 3: 0.7077625570776256}
IoUs for image 760: {1: 0.003235198964736331, 2: 0.0, 3: 0.0}
IoUs for image 761: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 762: {1: 0.0, 2: 0.8858520900321544, 3: 0.0}
IoUs for image 763: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 764: {1: 0.09352517985611511, 2: 0.0, 3: 0.0}
IoUs for image 765: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 766: {1: 0.35614973262032085, 2: 0.0, 3: 0.10045146726862303}
IoUs for image 767: {1: 0.13796095444685466, 2: 0.0, 3: 0.0}
IoUs for image 768: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 769: {1: 0.05518867924528302, 2: 0.0, 3: 0.0}
IoUs for image 770: {1: 0.14118177717636446, 2: 0.0, 3: 0.0}
IoUs for image 771: {1: 0.0, 2: 0.8079847908745247, 3: 0.0}
IoUs for image 772: {1: 0.0, 2: 0.0, 3: 0.8710188280837585}
IoUs for image 773: {1: 0.0, 2: 0.0, 3: 0.5086334484459792}
IoUs for image 774: {1: nan, 2: 0.841674595623216, 3: 0.5773955773955773}
IoUs for image 775: {1: 0.00039087947882736156, 2: 0.0, 3: 0.0}
IoUs for image 776: {1: 0.00018489414810021263, 2: 0.0, 3: 0.0}
IoUs for image 777: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 778: {1: 0.0, 2: 0.1042869426360398, 3: 0.0}
IoUs for image 779: {1: 0.0, 2: 0.0, 3: 0.011721611721611722}
IoUs for image 780: {1: 0.05289942413285121, 2: 0.0, 3: 0.0}
IoUs for image 781: {1: 0.0, 2: 0.03858007076817715, 3: 0.0}
IoUs for image 782: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 783: {1: 0.0, 2: 0.671693371033616, 3: 0.0}
IoUs for image 784: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 785: {1: 0.0, 2: 0.0, 3: 0.6636948984645864}
IoUs for image 786: {1: 0.21032595764929812, 2: 0.0, 3: 0.0}
IoUs for image 787: {1: 0.07482305358948432, 2: 0.0, 3: 0.0}
IoUs for image 788: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 789: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 790: {1: 0.07108789461730639, 2: 0.0, 3: 0.0}
IoUs for image 791: {1: 0.0, 2: 0.0, 3: 0.013045659809332665}
IoUs for image 792: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 793: {1: 0.0, 2: 0.10492107706592387, 3: 0.0}
IoUs for image 794: {1: 0.07309322033898305, 2: 0.0, 3: 0.0}
IoUs for image 795: {1: 0.0, 2: 0.0, 3: 0.7682233327589179}
IoUs for image 796: {1: 0.5024789291026277, 2: 0.0, 3: 0.0}
IoUs for image 797: {1: 0.0, 2: 0.0, 3: 0.36545682102628285}
IoUs for image 798: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 799: {1: 0.0, 2: 0.8210313447927199, 3: 0.0}
IoUs for image 800: {1: 0.0, 2: 0.02342251388187784, 3: 0.0}
IoUs for image 801: {1: 0.0, 2: 0.0, 3: 0.26689520078354556}
IoUs for image 802: {1: 0.0, 2: 0.7978684307239985, 3: 0.6517647058823529}
IoUs for image 803: {1: 0.0, 2: 0.7683856502242152, 3: 0.8857087603945079}
IoUs for image 804: {1: 0.0, 2: 0.0, 3: 0.7728571428571429}
IoUs for image 805: {1: 0.0, 2: 0.0, 3: 0.02432667245873154}
IoUs for image 806: {1: 0.036007580543272265, 2: 0.0, 3: 0.0}
IoUs for image 807: {1: 0.0, 2: 0.0, 3: 0.7981072555205048}
IoUs for image 808: {1: 0.0, 2: 0.06751085916218803, 3: 0.0}
IoUs for image 809: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 810: {1: 0.17987919969799923, 2: 0.0, 3: 0.0}
IoUs for image 811: {1: 0.0017055144968732233, 2: 0.0, 3: 0.0}
IoUs for image 812: {1: 0.021290751829673986, 2: 0.0, 3: 0.0}
IoUs for image 813: {1: 0.01045599767644496, 2: 0.0, 3: 0.0}
IoUs for image 814: {1: 0.0, 2: 0.15244837758112095, 3: 0.0}
IoUs for image 815: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 816: {1: 0.0, 2: 0.5796125679187337, 3: 0.0}
IoUs for image 817: {1: 0.018531228551818806, 2: 0.0, 3: 0.0}
IoUs for image 818: {1: 0.0, 2: 0.0, 3: 0.5464831804281346}
IoUs for image 819: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 820: {1: 0.0, 2: 0.0, 3: 0.02301699716713881}
IoUs for image 821: {1: 0.0, 2: 0.8023439260761775, 3: 0.0}
IoUs for image 822: {1: 0.21543109458517312, 2: 0.0, 3: 0.0}
IoUs for image 823: {1: 0.0, 2: 0.7778006166495375, 3: 0.9647527003979534}
IoUs for image 824: {1: 0.0, 2: 0.0, 3: 0.559563924677899}
IoUs for image 825: {1: 0.3479913137893594, 2: 0.0, 3: nan}
IoUs for image 826: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 827: {1: 0.0, 2: 0.6913077221575475, 3: 0.0}
IoUs for image 828: {1: 0.08470290771175727, 2: 0.0, 3: 0.0}
IoUs for image 829: {1: 0.06868131868131869, 2: 0.0, 3: 0.0}
IoUs for image 830: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 831: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 832: {1: 0.0, 2: 0.0, 3: 0.015431164901664145}
IoUs for image 833: {1: 0.0, 2: 0.8015945330296128, 3: 0.844932079414838}
IoUs for image 834: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 835: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 836: {1: 0.06529562982005141, 2: 0.0, 3: 0.0}
IoUs for image 837: {1: 0.0, 2: 0.17488517639933376, 3: 0.0}
IoUs for image 838: {1: 0.0, 2: 0.0, 3: 0.0}
IoUs for image 839: {1: 0.0, 2: 0.689316048278945, 3: 0.8424706727316256}
IoUs for image 840: {1: 0.0, 2: 0.8943473468745079, 3: 0.8872848417545808}
